Year,EducationHistory,FirstGen,GraduationYear,ApproxAge,Masters,PhD,GraduateStudent,STEM,SocialScience,Humanities
8,"Wellesley College, Bachelor's Degree, 2008, English, Spanish, Middlebury, Bread Loaf School of English, Master's Degree, 2017, English/Creative Writing, Spanish",0,2008,36,1,0,0,0,0,1
8,"Wellesley College, Bachelor's Degree, 2008, Psychology, Philosophy minor, Harvard (Massachusetts), Master's Degree, 2012, Psychology",0,2008,36,1,0,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, Political Science, Russian, University Arizona, PhD - Doctor of Philosophy, 2015, Hydrology, University Arizona, Master's Degree, 2013, Hydrology",0,2008,36,1,1,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, History",0,2008,36,0,0,0,0,1,0
8,"Wellesley College, Bachelor's Degree, 2008, French, Political Science, Middlebury Coll, Master's Degree, French",0,2008,36,1,0,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, Economics, Spanish",0,2008,36,0,0,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, Religion, Stern School of Business, MBA - Master of Business Administration, 2013, Marketing",0,2008,36,1,0,0,0,0,1
8,"Wellesley College, Bachelor's Degree, 2008, Psychology, Univ Chicago, PhD - Doctor of Philosophy, 2014, Psychology",0,2008,36,0,1,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, Economics, Political Science",0,2008,36,0,0,0,0,1,0
8,"Wellesley College, Bachelor's Degree, 2008, History, Political Science, Boston College, JD - Juris Doctor, Law",0,2008,36,0,0,0,0,1,0
8,"Wellesley College, Bachelor's Degree, 2008, Biological Chemistry, Johns Hopkins Sch Medicine, PhD - Doctor of Philosophy, 2017",0,2008,36,0,1,0,1,0,1
8,"Wellesley College, Bachelor's Degree, 2008, Biological Sciences, Psychology, University of Rhode Island, Master's Degree, 2013, Marine Affairs, Stony Brook University (New York), PhD - Doctor of Philosophy, Ecology and Evolution",0,2008,36,1,1,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, Chemistry, Boston College, Master's Degree, 2009, Education Studies",0,2008,36,1,0,0,1,1,0
8,"Wellesley College, Bachelor's Degree, 2008, Biological Sciences",0,2008,36,0,0,0,0,0,0
8,"Wellesley College, Bachelor's Degree, 2008, Art History, New York University - Graduate School of Business, MBA - Master of Business Administration, 2018, Marketing, Luxury Marketing, Business Analytics, Longy School of Music, Master's Degree, 2010, Music",0,2008,36,1,0,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, Political Science, Women's Studies",0,2008,36,0,0,0,0,1,0
8,"Wellesley College, Bachelor's Degree, Psychology, Architecture",0,2008,36,0,0,0,0,1,0
8,"Wellesley College, Bachelor's Degree, 2008, Music, Latin American Studies",0,2008,36,0,0,0,0,0,1
8,"Wellesley College, Bachelor's Degree, 2008, Music, University of Hawaii Manoa, Master's Degree, 2010, Special Education, University of Hawaii-Manoa, Master's Degree, 2010, Special Education",0,2008,36,1,0,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, American Studies, Simmons College, Master's Degree, 2012, Social Work",0,2008,36,1,0,0,0,0,1
8,"Wellesley College, Bachelor's Degree, 2008, Art History, Economics, Columbia University - Columbia Business School, Master of Business Administration (M.B.A.), Value Investing, Real Estate",0,2008,36,1,0,0,0,1,1
8,"Wellesley College, Bachelor's Degree, Peace & Justice Studies with a Concentration in Social Rights and Media Arts, Univ California-Los Angeles, Master's Degree, 2011, Fine Arts, Screenwriting, Showrunner Track w/ Producing Program",0,2008,36,1,0,0,0,0,0
8,"Wellesley College, Bachelor's Degree, 2008, Internatnl Relations-Pols Sci, University of Massachusetts Amherst, Master's Degree, 2012, Social Justice Education",0,2008,36,1,0,0,0,1,0
8,"Wellesley College, Bachelor's Degree, 2008, Economics, English",0,2008,36,0,0,0,0,1,1
8,"Wellesley College, Bachelor's Degree, 2008, Architecture, English minor, Yale University, Master's Degree, 2013",0,2008,36,1,0,0,0,0,1
8,"Wellesley College, Bachelor of Arts (B.A.), 2008, Chinese Language and Literature, Mathematics, university of michigan law school, JD - Juris Doctor, 2011, National Taiwan Normal University, Chinese Language and Literature, 2009",0,2008,36,0,0,0,1,0,0
9,"Wellesley College, Bachelor's Degree, 2009, English and Creative Writing, University of Oregon, Master's Degree, 2014, Writing, Creative",1,2009,35,1,0,0,0,0,1
9,"Wellesley College, Bachelor's Degree, 2009, Mathematics, Religion, Harvard University, MTS, 2011, Religion, Social Sciences, University of California, Berkeley, Doctor of Philosophy (Ph.D.), 2018, Sociocultural Anthropology",1,2009,35,0,0,0,1,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Chinese Language & Literature, Economics, Brandeis University, Lemberg - International Business School, MA, 2012, International Economics and Finance",1,2009,35,0,0,0,0,1,0
9,"American University, WeLEAD Program at the Women & Politics Institute, College Year in Athens, Bachelor's Degree, European Politics & Archaeology, Wellesley College, Bachelor of Arts, Peace and Justice Studies",1,2009,35,0,0,0,0,0,0
9,"Quinsigamond Comm.College, Associate's Degree, 2005, Liberal Studies, Wellesley College, Bachelor's Degree, 2009, English",1,2009,35,0,0,0,0,0,1
9,"Hunter College High School, 2005, National Taiwan Normal University, Certificate of Proficiency, 2006, Intermediate Chinese, Wellesley College, Bachelor's Degree, 2009, Psychology, Economics minor, Wellesley College, B.A., 2009, Psychology, Economics, Massachusetts Institute of Technology - Sloan School of Management, 2009",1,2009,35,0,0,0,0,1,0
9,"Wellesley College, Bachelor's Degree, 2009, American Studies, Economics minor, University of Chicago, MBA - Master of Business Administration, 2017, Accounting, Management, Finance, Entrepreneurship",1,2009,35,1,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, History, Music, Loyola Univ-Chicago, Master's Degree, 2014, Public Policy, Loyola Univ-Chicago, JD - Juris Doctor, 2014, Law",0,2009,35,1,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, English and Creative Writing, University of Oregon, Master's Degree, 2014, Writing, Creative",0,2009,35,1,0,0,0,0,1
9,"Wellesley College, BA, 2009, International Relations-History; Italian Studies, Wellesley College, Bachelor's Degree, 2009, Internatnl Relations- History, Italian Studies, Università di Bologna, 2007, Casa Italiana, Indian Hills HS",0,2009,35,0,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Psychology, Economics minor, University of California at Los Angeles (UCLA), PhD - Doctor of Philosophy, 2019, Psychology (Clinical Psychology)",0,2009,35,0,1,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Spanish, Boston Univ, Master's Degree, 2014, Public Health & Health Equity",0,2009,35,1,0,0,0,0,1
9,"Wellesley College, Bachelor's Degree, 2009, Economics, Wellesley College, B.A., 2009, Economics, Africana Studies, School for International Training, Uganda program, 2008, Development",0,2009,35,0,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Cognitive&Linguistic Sciences, Mathematics",0,2009,35,0,0,0,1,0,0
9,"Wellesley College, Bachelor's Degree, 2009, Music, Philosophy minor, University of Hawaii-Manoa, Master's Degree, 2013, Music Theory, University of Oslo",0,2009,35,1,0,0,0,0,1
9,"Wellesley College, Bachelor's Degree, 2009, Astrophysics, Harvard Univ, PhD - Doctor of Philosophy, 2013, Astronomy, Harvard Univ, Master's Degree, 2011, , Oxford University, Other, Study Abroad",0,2009,35,1,1,0,1,0,1
9,"Wellesley College, Bachelor's Degree, 2009, Classical Civilization, IDEO, Foundations in Design Thinking Certificate, 2020, University of Michigan - Stephen M. Ross School of Business, Executive Education, 2019, Strategic Leaders Program, Northwestern University - Kellogg School of Management, Executive Education, 2019, Nonprofit Finance",0,2009,35,0,0,0,0,1,0
9,"Wellesley College, Bachelor's Degree, 2009, Psychology, Duke University, PhD - Doctor of Philosophy, 2017",0,2009,35,0,1,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Sociology, Jewish Studies minor, London Sch Economics & Pol Sci, Master's Degree, 2013, International Development",0,2009,35,1,0,0,0,1,0
9,"Wellesley College, Bachelor's Degree, 2009, Political Science, Women's Studies, Columbia Business School, MBA - Master of Business Administration, 2018",0,2009,35,1,0,0,0,1,0
9,"Wellesley College, Bachelor of Arts (BA), 2009, Sociology, Wellesley College, Bachelor's Degree, 2009, Indiv-Peace & Justice Studies, Sociology, University of California, Berkeley, Master of Arts (MA), 2014, International and Area Studies, University of California, Berkeley, Master in City and Regional Planning (MCP), 2013",0,2009,35,1,0,0,0,1,0
9,"Wellesley College, Bachelor's Degree, 2009, Art History, Art Studio minor",0,2009,35,0,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, American Studies, Sociology, Saint Marys College of California, Master's Degree, 2016, Masters in Teaching Leadership",0,2009,35,1,0,0,0,1,1
9,"Wellesley College, B.A., 2009, English, Yale University, Doctor of Philosophy (PhD), 2019, American Studies, Yale University, Master of Philosophy - MPhil, 2017, American Studies, Yale University, Master of Arts - MA, 2017, American Studies; Public Humanities, University of Cambridge, Master of Philosophy (MPhil), 2013, Modern South Asian Studies, Punahou School, 2005",0,2009,35,1,1,0,0,0,1
9,"Wellesley College, Bachelor's Degree, 2009, Cinema and Media Studies, Int'l Sch.of the Hague, 2009",0,2009,35,0,0,0,0,0,0
9,"Wellesley College, Bachelor's Degree, 2009, History, English minor, Cardozo School of Law, JD - Juris Doctor, 2013, Law",0,2009,35,0,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Cinema and Media Studies, Astronomy minor, Harvard Univ, Master's Degree, 2015, Education Studies",0,2009,35,1,0,0,1,1,0
9,"Wellesley College, Bachelor's Degree, 2009, Political Science, Russian Area Studies, Ohio State Univ, Master's Degree, 2011, Russian",0,2009,35,1,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Economics",0,2009,35,0,0,0,0,1,0
9,"Wellesley College, Bachelor's Degree, 2009, Latin American Studies, Political Science, Georgetown Univ, Master's Degree, 2012",0,2009,35,1,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Art History, Italian Studies, St. Paul's School, High School, 2005",0,2009,35,0,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Media Arts and Sciences, Psychology, Carnegie Mellon University, Master's Degree, 2012, Human Computer Interaction",0,2009,35,1,0,0,0,1,0
9,"Wellesley College, Bachelor's Degree, 2009, Classical Civilization, Latin",0,2009,35,0,0,0,0,0,0
9,"Wellesley College, Bachelor of Arts (B.A.), 2009, English, University of Pennsylvania, Master’s Degree, 2017, Education - School Leadership",0,2009,35,1,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Media Arts and Sciences, Stanford University, PhD - Doctor of Philosophy, 2015",0,2009,35,0,1,0,0,0,1
9,"Wellesley College, Bachelor's Degree, 2009, Psychology, Art History, University of Pennsylvania (UPenn), Master's Degree, 2013, Education Policy",0,2009,35,1,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Art History",0,2009,35,0,0,0,0,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Mathematics, Religion, University of California, Berkeley, Doctor of Philosophy (Ph.D.), 2018, Sociocultural Anthropology, Harvard University, MTS, 2011, Religion, Social Sciences",0,2009,35,0,0,0,1,1,1
9,"Wellesley College, Bachelor's Degree, 2009, Chemistry, Coll of New Jersey, MD - Doctor of Medicine, Medicine",0,2009,35,0,0,0,1,0,0
9,"Wellesley College, Bachelor's Degree, 2009, Biological Sciences, Arizona State University, JD - Juris Doctor, 2014, Law, University Arizona, Master's Degree, 2010, Physiology",0,2009,35,1,0,0,0,0,0
9,"Wellesley College, Bachelor's Degree, 2009, Economics, Political Science, Columbia University - Law School, JD - Juris Doctor, 2012",0,2009,35,0,0,0,0,1,0
9,"Wellesley College, Bachelor's Degree, 2009, Economics, Wellesley College, Economics",0,2009,35,0,0,0,0,1,0
10,"Wellesley College, B.A., 2010, Neuroscience, Wellesley College, Bachelor's Degree, 2010, Neuroscience, Icahn School of Medicine at Mount Sinai, Other, 2022, PGY2-5 Diagnostic Radiology, Yale University, 2018, PGY-1 Preliminary-Internal Medicine, Oakland University William Beaumont School of Medicine, Doctor of Medicine (M.D.), 2017, Oakland University WB (Michigan), MD - Doctor of Medicine, 2017, Harvard Extension School, 2013, Courses: Experimental Biology, Microfluidics, Intensive Computer Science, Boston University, Master's Degree, 2012, Medical Sciences",1,2010,34,1,0,0,1,0,0
10,"Wellesley College, BA, 2010, Middle Eastern Studies and Spanish, Wellesley College, Bachelor's Degree, 2010, Middle Eastern Studies, Spanish, Harvard-Westlake, Highschool diploma, 2006, Universidad de Cádiz, Brandeis University, The Hebrew University",1,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, American Studies, Psychology minor",1,2010,34,0,0,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, Geosciences, Environmental Studies minor, Massachusetts Inst of Tech, PhD - Doctor of Philosophy, 2016, Oceanography, Woods Hole Oceanographic Institution, PhD - Doctor of Philosophy, 2017, Geosciences",1,2010,34,0,1,0,1,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Neuroscience, Boston University, Master's Degree, 2012, Medical Sciences, Harvard Extension School, 2013, Courses: Experimental Biology, Microfluidics, Intensive Computer Science, Oakland University WB (Michigan), MD - Doctor of Medicine, 2017, Oakland University William Beaumont School of Medicine, Doctor of Medicine (M.D.), 2017, Yale University, 2018, PGY-1 Preliminary-Internal Medicine, Icahn School of Medicine at Mount Sinai, Other, 2022, PGY2-5 Diagnostic Radiology",1,2010,34,1,0,0,1,0,0
10,"Wellesley College, Bachelor's Degree, 2010, Neuroscience, Georgetown University - Medical School, MD - Doctor of Medicine, 2019",1,2010,34,0,0,0,1,0,0
10,"Wellesley College, Bachelor's Degree, 2010, Medieval and Renaissance Studies",1,2010,34,0,0,0,0,0,0
10,"Wellesley College, Bachelor's Degree, 2010, Indiv-Peace & Justice Studies, Religion minor, Conflict Analysis and Resolution, George Mason Univ, Master's Degree",1,2010,34,1,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Internatnl Relations- History, Northwestern University - Kellogg School of Managment, MBA - Master of Business Administration, 2018, Finance, Marketing",1,2010,34,1,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Italian Studies, History minor, Yale University, Doctor of Philosophy - PhD, 2017, European History",1,2010,34,0,1,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, Physics, Oregon State University, Master's Degree, 2020, Applied Economics, Oregon State University, PhD - Doctor of Philosophy, Oregon State University, Bachelor's Degree, Environmental Policy&Economics",1,2010,34,1,1,0,1,1,1
10,"Wellesley College, Bachelor's Degree, 2010, Political Science, Indiana University Bloomington, Master's Degree, 2017, Education - Higher Education",1,2010,34,1,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Political Science",1,2010,34,0,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Art History, English, University of Illinois-Urbana, Master's Degree, 2013, Art History, University of Illinois-Urbana, PhD - Doctor of Philosophy, 2020, Art History",1,2010,34,1,1,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, French, Political Science, Univ California-Los Angeles, JD - Juris Doctor, 2014, Law",0,2010,34,0,0,0,0,1,1
10,"Wellesley College, Bachelor's Degree, Political Science and Economics",0,2010,34,0,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Economics, Political Science, New York University School of Law, JD - Juris Doctor, 2015, University of Oxford, Visiting Student, 2009, Philosophy Politics and Economics",0,2010,34,0,0,0,0,1,1
10,"Wellesley College, B.A., 2010, Political Science with departmental honors, cum laude, Sanford School of Public Policy at Duke University, Master’s Degree, 2017, Public Policy (M.P.P.), Duke University - The Fuqua School of Business, Master of Business Administration (M.B.A.), 2017, Strategy; Marketing",0,2010,34,1,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Classical Civilization, English",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Biological Sciences, Boston Univ School Medicine, Master's Degree, 2014, Biomedical Science, University Texas-San Antonio, MD - Doctor of Medicine, Medicine",0,2010,34,1,0,0,0,0,0
10,"Wellesley College, Bachelor's Degree, 2010, Economics, Mathematics",0,2010,34,0,0,0,1,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Philosophy",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Geosciences, Environmental Studies minor, Woods Hole Oceanographic Institution, PhD - Doctor of Philosophy, 2017, Geosciences, Massachusetts Inst of Tech, PhD - Doctor of Philosophy, 2016, Oceanography",0,2010,34,0,1,0,1,0,1
10,"Wellesley College, Bachelor's Degree, 2010, American Studies, Indiv-Peace & Justice Studies, Univ Virginia, JD - Juris Doctor, 2014, Law",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, English and Creative Writing, Music, New York University, Master's Degree, 2013, Acting",0,2010,34,1,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, English, Political Science, University of Colorado at Boulder, PhD - Doctor of Philosophy, 2021, Political Science, London Sch Economics & Pol Sci, Master's Degree, 2012, Women's & Gender Studies",0,2010,34,1,1,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, French, Italian Studies minor, London School of Economics and Political Science, Master's Degree, 2021, Health policy",0,2010,34,1,0,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, Economics, Political Science, College of William & Mary, Master's Degree, 2014, Public Policy, College of William & Mary, JD - Juris Doctor, 2014, Law",0,2010,34,1,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Biological Chemistry, University of Melbourne, PhD - Doctor of Philosophy, 2014, Environmental Science",0,2010,34,0,1,0,1,0,1
10,"Wellesley College, Bachelor's Degree, 2010, History, Philosophy minor, George Washington Univ, JD - Juris Doctor, 2016, Law, Tufts University, Graduate Certificate, 2012, Museum Studies",0,2010,34,0,0,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, American Studies, English, Univ California-Berkeley, JD - Juris Doctor, 2016",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Cinema and Media Studies, English and Creative Writing, University of Michigan - Ann Arbor, PhD - Doctor of Philosophy, 2018, Comparative Literature, Sabanci University, Master's Degree, 2012, Cultural Studies",0,2010,34,1,1,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Neuroscience, Georgetown University - Medical School, MD - Doctor of Medicine, 2019",0,2010,34,0,0,0,1,0,0
10,"Wellesley College, Bachelor's Degree, 2010, English",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, American Studies, Cornell Law School, Doctor of Law - JD, 2015, American/U.S. Law/Legal Studies/Jurisprudence",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Sociology, Spanish",0,2010,34,0,0,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, Anthropology, Brooklyn Law School, JD - Juris Doctor, 2016",0,2010,34,0,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, History, Russian Area Studies",0,2010,34,0,0,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, Sociology, Cinema and Media Studies minor, Univ Paris-Sorbonne, Master's Degree, 2012, Cinema and Media Studies",0,2010,34,1,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, Sociology, Syracuse University, Master's Degree, 2017, Communications, Public Relations",0,2010,34,1,0,0,0,1,0
10,"Wellesley College, Bachelor's Degree, 2010, International Relations, History, French",0,2010,34,0,0,0,0,1,1
10,"Wellesley College, Bachelor's Degree, 2010, French, Psychology, Wellesley College, B.A., Cum Laude, 2010, Psychology and French, Cardozo School of Law, JD - Juris Doctor, 2015, Law, Benjamin N. Cardozo School of Law, Yeshiva University, Doctor of Law (JD), Cum Laude, 2015, Riverdale Country School, 2006",0,2010,34,0,0,0,0,1,1
10,"Wellesley College, BA, 2010, Middle Eastern Studies and Spanish, Wellesley College, Bachelor's Degree, 2010, Middle Eastern Studies, Spanish, Harvard-Westlake, Highschool diploma, 2006, Universidad de Cádiz, Brandeis University, The Hebrew University",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, English, Univ California-Berkeley, JD - Juris Doctor, Law",0,2010,34,0,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Indiv-Peace & Justice Studies, Religion minor, Conflict Analysis and Resolution, George Mason Univ, Master's Degree",0,2010,34,1,0,0,0,0,1
10,"Wellesley College, Bachelor's Degree, 2010, Psychology",0,2010,34,0,0,0,0,1,0
11,"Wellesley College, Bachelor of Arts, 2011, American Studies and Spanish			   	   2011, Saratoga High School",1,2011,33,0,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Neuroscience, Boston College, Doctor of Philosophy, 2018, Psychology",1,2011,33,0,0,0,1,1,1
11,"Wellesley College, Bachelor's Degree, 2011, English",1,2011,33,0,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Biological Chemistry, Indiv-Peace & Justice Studies, Columbia University, Master's Degree, 2020, Master of Health Administration ",1,2011,33,1,0,0,1,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Anthropology, Indiv-Peace & Justice Studies",1,2011,33,0,0,0,0,1,0
11,"Wellesley College, BA, 2011, Economics/International Relations, Investment Banking Institute",1,2011,33,0,0,0,0,1,0
11,Wellesley College,1,2011,33,0,0,0,0,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Sociology",1,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Psychology, Johns Hopkins University, Master's Degree, 2015, Public Health",1,2011,33,1,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Art Studio, Women's & Gender Studies minor",1,2011,33,0,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Psychology, Univ Massachusetts-Amherst, Master's Degree, 2015, Writing, Creative",1,2011,33,1,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Media Arts and Sciences",1,2011,33,0,0,0,0,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Economics, Media Arts and Sciences, Brandeis University, Graduate, 2012, International Economics & Finance",1,2011,33,0,0,0,0,1,0
11,No school provided.,1,2011,33,0,0,0,0,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Political Science",1,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, American Studies, Psychology, Syracuse University, MASTERS, 2016, School for Communication and Journalism: Communication, School for Communication and Journalism: Digital Social Media",1,2011,33,0,0,0,0,1,1
11,"Wellesley College, Bachelor's Degree, 2011, Neuroscience, Music minor, Hunter College, Master of Social Work in Clinical Practice-Mental Health, 2019",1,2011,33,1,0,0,1,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Cognitive&Linguistic Sciences",1,2011,33,0,0,0,0,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Biological Sciences, Oregon Health Science U, Bachelor's Degree, Oregon Health Science U, Master's Degree, Nursing",1,2011,33,1,0,0,0,0,0
11,"Wellesley College, Bachelor of Arts - BA, 2011, History, Political Science, Wellesley College, Bachelor's Degree, 2011, History, Political Science, University of Pennsylvania, Master of Arts - MA, 2014, Near and Middle Eastern Studies",0,2011,33,1,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, English, Harvard University, Master's degree, Human Development & Psychology",0,2011,33,1,0,0,0,1,1
11,"Wellesley College, Bachelor's Degree, 2011, Psychology, Teacher Education minor, Boston College, Master's Degree, 2017, Social Work, Clinical; Social Work, Medical",0,2011,33,1,0,0,0,1,0
11,"Wellesley College, B.A, 2011, Psychology & Women and Gender Studies (Concentration in Ethics and Rights), University of North Carolina at Chapel Hill, PhD - Doctor of Philosophy, 2020, Sociology, University of North Carolina at Chapel Hill, Master of Arts (M.A.), 2017, Sociology",0,2011,33,1,1,0,0,1,1
11,"Wellesley College, Bachelor's Degree, 2011, Internatnl Relations- History",0,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Neuroscience, New York Institute of Technology COM (New York), MD - Doctor of Medicine, 2016, Doctor of Osteopathy",0,2011,33,0,0,0,1,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Music, The Catholic University of America, Master's Degree, 2016, Accounting",0,2011,33,1,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Psychology, Northeastern Univ, PhD - Doctor of Philosophy, 2019, Psychology, School",0,2011,33,0,1,1,0,1,1
11,"Wellesley College, Bachelor's Degree, 2011, Sociology",0,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, History, Spanish",0,2011,33,0,0,0,0,1,1
11,"Wellesley College, BA, 2011, Economics, INSEAD, Master of Business Administration - MBA, 2018",0,2011,33,1,0,0,0,1,0
11,"Wellesley College, BA, 2011, Economics/International Relations, Investment Banking Institute",0,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Psychology, Chemistry minor",0,2011,33,0,0,0,1,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Biological Sciences, Africana Studies minor",0,2011,33,0,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Computer Science",0,2011,33,0,0,0,1,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Biological Chemistry, Indiv-Peace & Justice Studies, Columbia University, Master's Degree, 2020, Master of Health Administration ",0,2011,33,1,0,0,1,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Economics, Chemistry minor, University of Pennsylvania - The Wharton School, MBA - Master of Business Administration, 2017, Finance, Management",0,2011,33,1,0,0,1,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Middle Eastern Studies, Univ Pennsylvania School of Veterinary Medicine, Other, 2018, Veterinary Medicine, Univ Massachusetts-Boston, Bachelor's Degree, 2014, Biology",0,2011,33,0,0,0,1,0,0
11,"Wellesley College, Bachelor's Degree, 2011, Political Science, Boston College, JD - Juris Doctor, 2018",0,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelors of Arts Received, 2011, Lesley University, Masters in Counseling Psychology Received, 2019",0,2011,33,1,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, History, Women's Studies, Tufts Medical Univ, Master's Degree, 2013, Nutrition",0,2011,33,1,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Internatnl Relations-Pols Sci, Women's Studies minor, Wellesley College, Bachelor's Degree, 2011, International Relations-Political Science, Dartmouth College, MBA - Master of Business Administration, 2019, MBA",0,2011,33,1,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Music, Italian Studies minor",0,2011,33,0,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Spanish, Cinema and Media Studies minor",0,2011,33,0,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Economics, Political Science, Yale School of Management, Graduate Degree, 2017, Business Administration - MBA",0,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Economics",0,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, French Cultural Studies, Psychology",0,2011,33,0,0,0,0,1,1
11,"Wellesley College, Bachelor's Degree, 2011, Women's Studies, Biological Sciences minor, Univ Pennsylvania, Master's Degree, 2015, Nursing, Univ Pennsylvania, Bachelor's Degree, 2013, Nursing",0,2011,33,1,0,0,0,0,0
11,"Wellesley College, Bachelor's Degree, 2011, East Asian Languages and Cultures, New York University, Master's Degree, Translation",0,2011,33,1,0,0,0,0,1
11,"Wellesley College, Bachelor's Degree, 2011, Economics, Japanese Lang. and Lit.",0,2011,33,0,0,0,0,1,0
11,"Wellesley College, Bachelor's Degree, 2011, Psychology, American University, Master's Degree, 2017, Public Administration",0,2011,33,1,0,0,0,1,0
